Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1751109422,1000,,Aggregated,497.500000,0.000000,3,4,4,5,7,570,870,990,1200,1300,1300,40162,0,3,58.855336420796924,2.1645100005116547,1300.3468669994618,10.980528858124595
1751109423,1000,,Aggregated,500.100000,0.000000,3,4,4,5,7,570,860,980,1200,1300,1300,40645,0,3,58.1960249932351,2.1645100005116547,1300.3468669994618,10.850043055726411
1751109424,1000,,Aggregated,498.600000,0.000000,3,4,4,5,7,560,860,980,1200,1300,1300,41167,0,3,57.5053790802107,2.1645100005116547,1300.3468669994618,10.712463866689339
1751109425,1000,,Aggregated,499.400000,0.000000,3,4,4,5,7,550,860,980,1200,1300,1300,41659,0,3,56.87239418327464,2.1645100005116547,1300.3468669994618,10.58594781439785
1751109426,1000,,Aggregated,499.100000,0.000000,3,4,4,5,7,550,860,970,1200,1300,1300,42175,0,3,56.221992392745435,2.1645100005116547,1300.3468669994618,10.45643153526971
1751109427,1000,,Aggregated,499.500000,0.000000,3,4,4,5,7,540,850,970,1200,1300,1300,42685,0,3,55.59316108743182,2.1645100005116547,1300.3468669994618,10.331498184373903
1751109428,1000,,Aggregated,499.700000,0.000000,3,4,4,5,7,540,850,970,1200,1300,1300,43161,0,3,55.0535336377522,2.1645100005116547,1300.3468669994618,10.21755751720303
1751109429,1000,,Aggregated,501.400000,0.000000,3,4,4,5,7,530,850,970,1200,1300,1300,43695,0,3,54.42511323284161,2.1645100005116547,1300.3468669994618,10.092687950566427
1751109430,1000,,Aggregated,494.900000,0.000000,3,4,4,5,7,530,850,970,1200,1300,1300,44169,0,3,53.88081098858975,2.1645100005116547,1300.3468669994618,9.984378183794064
1751109431,1000,,Aggregated,499.600000,0.000000,3,4,4,5,7,520,850,960,1200,1300,1300,44668,0,3,53.31928510441557,2.1645100005116547,1300.3468669994618,9.872839616727859
1751109432,1000,,Aggregated,500.200000,0.000000,3,4,4,5,6,510,840,960,1200,1300,1300,45174,0,3,52.7619617753362,2.1645100005116547,1300.3468669994618,9.762252623190331
1751109433,1000,,Aggregated,499.200000,0.000000,3,4,4,5,6,510,840,960,1200,1300,1300,45678,0,3,52.21898060337669,2.1645100005116547,1300.3468669994618,9.654538289767503
1751109434,1000,,Aggregated,500.600000,0.000000,3,4,4,5,6,500,840,960,1200,1300,1300,46180,0,3,51.68884476992308,2.1645100005116547,1300.3468669994618,9.549588566478995
1751109435,1000,,Aggregated,500.000000,0.000000,3,4,4,5,6,490,840,960,1200,1300,1300,46666,0,3,51.184163967364604,2.1645100005116547,1300.3468669994618,9.450135001928599
1751109436,1000,,Aggregated,501.100000,0.000000,3,4,4,5,6,490,830,960,1200,1300,1300,47176,0,3,50.674254214347,2.1645100005116547,1300.3468669994618,9.347973545870781
1751109437,1000,,Aggregated,500.100000,0.000000,3,4,4,5,6,480,830,960,1200,1300,1300,47685,0,3,50.170380709490146,2.1645100005116547,1300.3468669994618,9.24819125511167
1751109438,1000,,Aggregated,499.400000,0.000000,3,4,4,5,6,480,830,950,1200,1300,1300,48179,0,3,49.68969062193151,2.1645100005116547,1300.3468669994618,9.153365574212831
1751109439,1000,,Aggregated,499.400000,0.000000,3,4,4,5,6,470,830,950,1200,1300,1300,48664,0,3,49.22718582085401,2.1645100005116547,1300.3468669994618,9.062140391254315
1751109440,1000,,Aggregated,505.500000,0.000000,3,4,4,5,6,460,820,950,1200,1300,1300,49171,0,3,48.753269522585626,2.1645100005116547,1300.3468669994618,8.96870106363507
1751109441,1000,,Aggregated,496.700000,0.000000,3,4,4,5,6,450,820,950,1200,1300,1300,49673,0,3,48.294491043989126,2.1645100005116547,1300.3468669994618,8.878062528939262
1751109442,1000,,Aggregated,498.300000,0.000000,3,4,4,5,6,450,820,950,1200,1300,1300,50177,0,3,47.843481809535575,2.1645100005116547,1300.3468669994618,8.788887338820576
1751109443,1000,,Aggregated,499.400000,0.000000,3,4,4,5,6,440,820,950,1200,1300,1300,50702,0,3,47.383376583962765,2.1645100005116547,1300.3468669994618,8.697881740365272
1751109444,1000,,Aggregated,499.000000,0.000000,3,4,4,5,6,440,810,940,1200,1300,1300,51204,0,3,46.952904002950746,2.1645100005116547,1300.3468669994618,8.612608389969534
1751109445,1000,,Aggregated,500.700000,0.000000,3,4,4,5,6,430,810,940,1200,1300,1300,51669,0,3,46.57066547848961,2.1645100005116547,1300.3468669994618,8.535098414910294
1751109446,1000,,Aggregated,499.900000,0.000000,3,4,4,5,6,420,810,940,1200,1300,1300,52190,0,3,46.13866955790547,2.1645100005116547,1300.3468669994618,8.449894615826787
1751109447,1000,,Aggregated,499.700000,0.000000,3,4,4,5,6,420,810,940,1200,1300,1300,52682,0,3,45.73821480376754,2.1645100005116547,1300.3468669994618,8.37098060058464
1751109448,1000,,Aggregated,499.700000,0.000000,3,4,4,4,6,410,810,940,1200,1300,1300,53196,0,3,45.32872808624857,2.1645100005116547,1300.3468669994618,8.29009699977442
